venueId,venueCategoryId,venueCategory,latitude,longitude,count
3fd66200f964a52011e81ee3,4bf58dd8d48988d118941735,Bar,40.76281238,-73.9675194,1
3fd66200f964a52011ea1ee3,4bf58dd8d48988d156941735,Malaysian Restaurant,40.72984595,-73.988725,2
3fd66200f964a52011f11ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.694543,-73.993308,1
3fd66200f964a52012e41ee3,4bf58dd8d48988d1e9931735,Music Venue,40.72104871,-73.98317224,1
3fd66200f964a52014e71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7375567,-74.00818752,4
3fd66200f964a52014eb1ee3,4bf58dd8d48988d1e5931735,Music Venue,40.76323947,-73.98393554,3
3fd66200f964a52015e31ee3,4bf58dd8d48988d116941735,Bar,40.78482,-73.977128,3
3fd66200f964a52015e51ee3,4bf58dd8d48988d11b941735,Bar,40.73154514,-73.98282789,1
3fd66200f964a52015e91ee3,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.73662677,-73.99088549,3
3fd66200f964a52016e51ee3,4bf58dd8d48988d11b941735,Bar,40.72306684,-73.98850383,4
3fd66200f964a52017e31ee3,4bf58dd8d48988d1c4941735,Restaurant,40.7820594,-73.97926958,1
3fd66200f964a52017e61ee3,4bf58dd8d48988d116941735,Bar,40.72533993,-73.99249077,4
3fd66200f964a52018e51ee3,4bf58dd8d48988d118941735,Bar,40.72510954,-73.98130127,7
3fd66200f964a52018e71ee3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.73166274,-74.00311472,1
3fd66200f964a52019e61ee3,4bf58dd8d48988d1d5941735,Hotel,40.73659599,-73.98899738,1
3fd66200f964a52019eb1ee3,4bf58dd8d48988d11b941735,Bar,40.72462247,-73.99586106,8
3fd66200f964a5201ae31ee3,4bf58dd8d48988d14d941735,Spanish Restaurant,40.73501944,-74.00299995,1
3fd66200f964a5201ae61ee3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.72889821,-73.99812786,3
3fd66200f964a5201be71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.73199567,-74.0035817,1
3fd66200f964a5201beb1ee3,50327c8591d4c4b30a586d5d,Brewery,40.74517613,-74.00944233,2
3fd66200f964a5201ce61ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.726121,-73.992822,1
3fd66200f964a5201de61ee3,4bf58dd8d48988d1e9931735,Music Venue,40.72837781,-73.99953957,1
3fd66200f964a5201dea1ee3,4bf58dd8d48988d1df931735,BBQ Joint,40.75692873,-73.98545265,1
3fd66200f964a5201deb1ee3,4bf58dd8d48988d116941735,Bar,40.73878324,-73.98893999,9
3fd66200f964a5201ee51ee3,4bf58dd8d48988d116941735,Bar,40.728156,-73.98126204,1
3fd66200f964a5201ee71ee3,4bf58dd8d48988d14e941735,American Restaurant,40.73394186,-74.0025466,4
3fd66200f964a5201ee81ee3,4bf58dd8d48988d123941735,Bar,40.75532586,-73.96831877,2
3fd66200f964a5201eeb1ee3,4bf58dd8d48988d121941735,Bar,40.7270204,-74.00189814,2
3fd66200f964a5201fe51ee3,4bf58dd8d48988d16d941735,Café,40.72547162,-73.98378319,2
3fd66200f964a5201fe91ee3,4bf58dd8d48988d1de931735,Tattoo Parlor,40.71965969,-74.00175468,1
3fd66200f964a5201fea1ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.73154573,-74.00059548,1
3fd66200f964a52020e31ee3,4bf58dd8d48988d148941735,Donut Shop,40.71634665,-73.98854256,15
3fd66200f964a52020e61ee3,4bf58dd8d48988d114951735,Bookstore,40.7248458,-73.99666449,4
3fd66200f964a52020e71ee3,4bf58dd8d48988d1df931735,BBQ Joint,40.74455699,-73.99065019,1
3fd66200f964a52020e81ee3,5032792091d4c4b30a586d5c,Concert Hall,40.78051978,-73.98128405,5
3fd66200f964a52021e41ee3,4bf58dd8d48988d116941735,Bar,40.71985365,-73.98849235,5
3fd66200f964a52022e51ee3,4bf58dd8d48988d10d941735,German Restaurant,40.72417,-73.978871,3
3fd66200f964a52023e41ee3,4bf58dd8d48988d116941735,Bar,40.752294,-74.008758,12
3fd66200f964a52023e51ee3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.72532454,-73.98412493,2
3fd66200f964a52023e81ee3,4bf58dd8d48988d1f2931735,Performing Arts Venue,40.77253079,-73.98344198,1
3fd66200f964a52023eb1ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.72172373,-73.99455262,2
3fd66200f964a52024e41ee3,4bf58dd8d48988d11e941735,Bar,40.71999968,-73.98783237,2
3fd66200f964a52025e41ee3,4bf58dd8d48988d118941735,Bar,40.72488011,-73.99468461,5
3fd66200f964a52025e51ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.72234721,-73.98407802,1
3fd66200f964a52025e71ee3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.730047,-74.003214,1
3fd66200f964a52025eb1ee3,4bf58dd8d48988d116941735,Bar,40.72898802,-73.988404,2
3fd66200f964a52026e51ee3,4bf58dd8d48988d111941735,Japanese Restaurant,40.729444,-73.985883,2
3fd66200f964a52026eb1ee3,4bf58dd8d48988d116941735,Bar,40.72711712,-73.9856171,3
3fd66200f964a52027e31ee3,4bf58dd8d48988d1d5941735,Hotel,40.76792692,-73.98498006,1
3fd66200f964a52027e51ee3,4bf58dd8d48988d116941735,Bar,40.72289791,-73.98323537,2
3fd66200f964a52028e41ee3,50327c8591d4c4b30a586d5d,Brewery,40.7369497,-73.99083853,7
3fd66200f964a52029e31ee3,4bf58dd8d48988d118941735,Bar,40.72563822,-73.98456149,5
3fd66200f964a52029e61ee3,4bf58dd8d48988d116941735,Bar,40.73083197,-74.00095127,3
3fd66200f964a5202ae41ee3,4bf58dd8d48988d116941735,Bar,40.727339,-73.986561,2
3fd66200f964a5202be41ee3,4bf58dd8d48988d1d8941735,Bar,40.72610422,-73.98921311,7
3fd66200f964a5202bea1ee3,4bf58dd8d48988d10c941735,French Restaurant,40.73652921,-73.99746217,2
3fd66200f964a5202ce41ee3,4bf58dd8d48988d11b941735,Bar,40.72827121,-73.98865878,1
3fd66200f964a5202ce51ee3,4bf58dd8d48988d10c941735,French Restaurant,40.72680644,-73.98277624,5
3fd66200f964a5202ce61ee3,4bf58dd8d48988d16a941735,Bakery,40.72216431,-73.99681369,2
3fd66200f964a5202de51ee3,4bf58dd8d48988d10c941735,French Restaurant,40.72340124,-73.98847513,1
3fd66200f964a5202ee41ee3,4bf58dd8d48988d118941735,Bar,40.72854337,-73.98469884,4
3fd66200f964a5202ee61ee3,4bf58dd8d48988d10b941735,Falafel Restaurant,40.730178,-74.0003224,4
3fd66200f964a5202ee71ee3,4bf58dd8d48988d116941735,Bar,40.7386576,-74.00554211,1
3fd66200f964a5202ee81ee3,4bf58dd8d48988d118951735,Food & Drink Shop,40.78055768,-73.98171902,2
3fd66200f964a5202fe41ee3,4bf58dd8d48988d116941735,Bar,40.72417486,-73.98780941,8
3fd66200f964a5202fe81ee3,4bf58dd8d48988d16f941735,Hot Dog Joint,40.77836415,-73.98163319,1
3fd66200f964a52030e91ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.73133206,-74.00252223,2
3fd66200f964a52030ea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.76306257,-73.97606705,2
3fd66200f964a52032e91ee3,4bf58dd8d48988d1e4931735,Bowling Alley,40.7342896,-73.99255551,4
3fd66200f964a52032eb1ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.73202422,-74.00135871,2
3fd66200f964a52033e61ee3,4bf58dd8d48988d118941735,Bar,40.72478,-73.994703,1
3fd66200f964a52033e71ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.735482,-74.0060737,2
3fd66200f964a52033ea1ee3,4bf58dd8d48988d1cc941735,Steakhouse,40.7221851,-74.00959253,1
3fd66200f964a52033eb1ee3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.715594,-73.998234,5
3fd66200f964a52034e31ee3,4bf58dd8d48988d1c0941735,Mediterranean Restaurant,40.76394348,-73.976363,1
3fd66200f964a52034e61ee3,4bf58dd8d48988d1d5941735,Hotel,40.72391444,-74.00301716,1
3fd66200f964a52034e81ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.771142,-73.983464,1
3fd66200f964a52034e91ee3,4bf58dd8d48988d142941735,Asian Restaurant,40.76078079,-73.98433685,1
3fd66200f964a52034eb1ee3,4bf58dd8d48988d14a941735,Vietnamese Restaurant,40.719455,-73.996361,2
3fd66200f964a52035e41ee3,4bf58dd8d48988d1e5931735,Music Venue,40.731698,-73.98922694,10
3fd66200f964a52035eb1ee3,4bf58dd8d48988d123941735,Bar,40.73618109,-73.99221691,2
3fd66200f964a52036e41ee3,4bf58dd8d48988d116941735,Bar,40.72961659,-73.98979783,2
3fd66200f964a52036e71ee3,4bf58dd8d48988d116941735,Bar,40.730465,-74.0042603,5
3fd66200f964a52036ea1ee3,4bf58dd8d48988d143941735,Breakfast Spot,40.72842473,-73.98727568,4
3fd66200f964a52036eb1ee3,4bf58dd8d48988d116941735,Bar,40.74789,-74.004466,5
3fd66200f964a52037e31ee3,4bf58dd8d48988d145941735,Chinese Restaurant,40.71446409,-73.99911582,2
3fd66200f964a52038e31ee3,4bf58dd8d48988d11b941735,Bar,40.72583,-74.008384,1
3fd66200f964a52038e41ee3,4bf58dd8d48988d1fb941735,Hobby Shop,40.73354816,-73.99102896,8
3fd66200f964a52038eb1ee3,4bf58dd8d48988d118941735,Bar,40.7244943,-73.99334747,8
3fd66200f964a52039e31ee3,4bf58dd8d48988d115941735,Middle Eastern Restaurant,40.72255507,-73.987872,5
3fd66200f964a52039e51ee3,4bf58dd8d48988d119941735,Bar,40.72942422,-73.9835625,1
3fd66200f964a52039eb1ee3,4bf58dd8d48988d11b941735,Bar,40.7358076,-74.0059894,2
3fd66200f964a5203ae31ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7278692,-73.9856719,2
3fd66200f964a5203be51ee3,4bf58dd8d48988d10c941735,French Restaurant,40.72785286,-73.9791261,1
3fd66200f964a5203be61ee3,4bf58dd8d48988d16d941735,Café,40.72040765,-73.996878,1
3fd66200f964a5203be71ee3,4bf58dd8d48988d1bc941735,Cupcake Shop,40.73589287,-74.00520444,3
3fd66200f964a5203ce51ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.72778614,-73.97924497,1
3fd66200f964a5203de41ee3,4bf58dd8d48988d11c941735,Bar,40.72939724,-73.98771759,1
3fd66200f964a5203de71ee3,4bf58dd8d48988d11b941735,Bar,40.73243131,-74.00174894,2
3fd66200f964a5203ee41ee3,4bf58dd8d48988d121941735,Bar,40.72706973,-73.99190605,7
3fd66200f964a5203ee71ee3,4bf58dd8d48988d11e951735,Food & Drink Shop,40.73109393,-74.00284501,4
3fd66200f964a5203eea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.70347091,-74.01129771,2
3fd66200f964a5203eeb1ee3,4bf58dd8d48988d179941735,Bagel Shop,40.73603107,-73.97935867,1
3fd66200f964a5203fe31ee3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.72877104,-73.98817778,1
3fd66200f964a5203fe41ee3,4bf58dd8d48988d121941735,Bar,40.73284071,-73.98586303,3
3fd66200f964a5203fea1ee3,4bf58dd8d48988d143941735,Breakfast Spot,40.78590309,-73.97648335,1
3fd66200f964a52040e41ee3,4bf58dd8d48988d121941735,Bar,40.734958,-73.98873,2
3fd66200f964a52040e71ee3,4bf58dd8d48988d157941735,American Restaurant,40.73408053,-74.00426816,7
3fd66200f964a52040e81ee3,4bf58dd8d48988d16c941735,Burger Joint,40.78231651,-73.98111284,2
3fd66200f964a52041e51ee3,4bf58dd8d48988d121941735,Bar,40.72765501,-73.98534162,1
3fd66200f964a52042e31ee3,4bf58dd8d48988d1cc941735,Steakhouse,40.750866,-73.98664398,2
3fd66200f964a52042e81ee3,4bf58dd8d48988d118941735,Bar,40.78427092,-73.97751336,4
3fd66200f964a52044e31ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7216609,-73.99736461,2
3fd66200f964a52044e51ee3,4bf58dd8d48988d116941735,Bar,40.72725223,-73.98542197,3
3fd66200f964a52044e61ee3,4bf58dd8d48988d14e941735,American Restaurant,40.72717746,-74.00048375,7
3fd66200f964a52044e71ee3,4bf58dd8d48988d11b941735,Bar,40.74187627,-73.97807008,3
3fd66200f964a52044e81ee3,4bf58dd8d48988d11d941735,Bar,40.78345291,-73.9791261,4
3fd66200f964a52044e91ee3,4bf58dd8d48988d10c941735,French Restaurant,40.72207736,-74.00357097,3
3fd66200f964a52044ea1ee3,4bf58dd8d48988d16c941735,Burger Joint,40.77106844,-73.95964606,2
3fd66200f964a52044eb1ee3,4bf58dd8d48988d153941735,Burrito Place,40.74531025,-73.97842124,7
3fd66200f964a52045e71ee3,4bf58dd8d48988d11b941735,Bar,40.74512713,-73.97846609,4
3fd66200f964a52045ea1ee3,4bf58dd8d48988d16c941735,Burger Joint,40.74627347,-73.97765685,1
3fd66200f964a52046e71ee3,4bf58dd8d48988d116941735,Bar,40.745949,-73.977803,4
3fd66200f964a52048e31ee3,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.73489507,-74.00315489,2
3fd66200f964a52048e61ee3,4bf58dd8d48988d108951735,Clothing Store,40.724126,-73.994445,1
3fd66200f964a52049e31ee3,4bf58dd8d48988d122941735,Bar,40.719677,-73.98769,2
3fd66200f964a52049e71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.74503388,-73.97568825,2
3fd66200f964a52049e81ee3,4bf58dd8d48988d1be941735,Latin American Restaurant,40.78279988,-73.9734149,6
3fd66200f964a5204ae31ee3,4bf58dd8d48988d10e941735,Greek Restaurant,40.74871268,-73.975844,1
3fd66200f964a5204ae41ee3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.734758,-73.992803,1
3fd66200f964a5204ceb1ee3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.73811603,-73.98796436,2
3fd66200f964a5204de31ee3,4bf58dd8d48988d142941735,Asian Restaurant,40.725665,-73.999281,2
3fd66200f964a5204de41ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.72696043,-73.98906051,1
3fd66200f964a5204de71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.74824068,-73.97668116,2
3fd66200f964a5204dea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.77443578,-73.95729271,1
3fd66200f964a5204deb1ee3,4bf58dd8d48988d16d941735,Café,40.76047025,-73.97432802,1
3fd66200f964a5204ee41ee3,4bf58dd8d48988d147941735,Diner,40.73653171,-73.9908281,13
3fd66200f964a5204ef11ee3,4bf58dd8d48988d149941735,Thai Restaurant,40.74636903,-73.89921906,2
3fd66200f964a5204fe31ee3,4bf58dd8d48988d11b941735,Bar,40.73454149,-73.98787254,2
3fd66200f964a5204fe71ee3,4bf58dd8d48988d10c941735,French Restaurant,40.74364391,-73.98388825,45
3fd66200f964a52051e41ee3,4bf58dd8d48988d116941735,Bar,40.73466775,-73.9877635,3
3fd66200f964a52051e61ee3,4bf58dd8d48988d18e941735,Comedy Club,40.73006968,-74.00035446,2
3fd66200f964a52051e81ee3,4bf58dd8d48988d116941735,Bar,40.78403182,-73.97774294,1
3fd66200f964a52051e91ee3,4bf58dd8d48988d147941735,Diner,40.73401126,-73.99287114,2
3fd66200f964a52051eb1ee3,4bf58dd8d48988d11b941735,Bar,40.75172062,-73.970707,3
3fd66200f964a52052e31ee3,4bf58dd8d48988d116941735,Bar,40.738554,-73.983285,2
3fd66200f964a52053e61ee3,4bf58dd8d48988d115951735,Bike Shop,40.72287473,-73.99683436,3
3fd66200f964a52053e71ee3,4bf58dd8d48988d116941735,Bar,40.74202224,-73.97764206,5
3fd66200f964a52053eb1ee3,4bf58dd8d48988d1fa931735,Hotel,40.72201115,-74.00430259,3
3fd66200f964a52054e51ee3,4bf58dd8d48988d153941735,Burrito Place,40.72546138,-73.98407735,2
3fd66200f964a52054e91ee3,4bf58dd8d48988d157941735,American Restaurant,40.727119,-73.993104,6
3fd66200f964a52055e41ee3,4bf58dd8d48988d14e941735,American Restaurant,40.72360212,-73.98957127,3
3fd66200f964a52056e71ee3,4bf58dd8d48988d116941735,Bar,40.745212,-73.978328,6
3fd66200f964a52056ee1ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.71883289,-73.95662114,1
3fd66200f964a52057e71ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.74510704,-73.97835016,7
3fd66200f964a52057e91ee3,4bf58dd8d48988d121941735,Bar,40.72947025,-73.98798466,10
3fd66200f964a52057ee1ee3,4bf58dd8d48988d16d941735,Café,40.695241,-73.995896,1
3fd66200f964a52058e41ee3,4bf58dd8d48988d11b941735,Bar,40.72860235,-73.98996152,4
3fd66200f964a52058eb1ee3,4bf58dd8d48988d111941735,Japanese Restaurant,40.72937065,-73.98794979,4
3fd66200f964a52058f11ee3,4bf58dd8d48988d10c941735,French Restaurant,40.68734197,-73.99020553,1
3fd66200f964a52059e61ee3,4bf58dd8d48988d1e0931735,Coffee Shop,40.72946889,-74.00185223,2
3fd66200f964a52059ea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.7522129,-73.97761256,1
3fd66200f964a52059eb1ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.74233355,-73.99688256,1
3fd66200f964a5205ae31ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.726743,-73.989037,6
3fd66200f964a5205ae41ee3,4bf58dd8d48988d116941735,Bar,40.73161661,-73.98910046,2
3fd66200f964a5205ae71ee3,4bf58dd8d48988d14e941735,American Restaurant,40.74552159,-73.97801757,3
3fd66200f964a5205ae91ee3,4bf58dd8d48988d157941735,American Restaurant,40.74065935,-73.99826559,2
3fd66200f964a5205be41ee3,4bf58dd8d48988d11d941735,Bar,40.7295196,-73.989779,1
3fd66200f964a5205de31ee3,4bf58dd8d48988d10f941735,Indian Restaurant,40.72613828,-73.98610492,1
3fd66200f964a5205de41ee3,4bf58dd8d48988d10c941735,French Restaurant,40.73821644,-73.98784958,4
3fd66200f964a5205dea1ee3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.72218619,-73.99712358,3
3fd66200f964a5205deb1ee3,50327c8591d4c4b30a586d5d,Brewery,40.72158048,-73.95763711,3
3fd66200f964a5205ee31ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7444509,-73.974867,6
3fd66200f964a5205fe41ee3,4bf58dd8d48988d122951735,Electronics Store,40.730928,-73.991353,9
3fd66200f964a5205fe91ee3,4bf58dd8d48988d16f941735,Hot Dog Joint,40.73352249,-73.99962565,2
3fd66200f964a52060e31ee3,4bf58dd8d48988d116941735,Bar,40.74635155,-74.0008365,2
3fd66200f964a52060e71ee3,4bf58dd8d48988d116941735,Bar,40.742407,-73.980599,5
3fd66200f964a52060e81ee3,4bf58dd8d48988d116941735,Bar,40.79884088,-73.96306124,1
3fd66200f964a52061e41ee3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,40.73682776,-73.99064541,10
3fd66200f964a52061e51ee3,4bf58dd8d48988d1e5931735,Music Venue,40.72397394,-73.97884369,1
3fd66200f964a52061e91ee3,4bf58dd8d48988d1cc941735,Steakhouse,40.72033212,-73.99263585,1
3fd66200f964a52062e41ee3,4bf58dd8d48988d14e941735,American Restaurant,40.73686901,-73.9913446,2
3fd66200f964a52062e61ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.72156713,-73.9955914,4
3fd66200f964a52063e41ee3,4bf58dd8d48988d16d941735,Café,40.72501854,-73.99053542,1
3fd66200f964a52063e61ee3,4bf58dd8d48988d116941735,Bar,40.722104,-73.99669318,3
3fd66200f964a52064e61ee3,4bf58dd8d48988d142941735,Asian Restaurant,40.72189339,-73.99459094,1
3fd66200f964a52064e71ee3,4bf58dd8d48988d118941735,Bar,40.74487129,-73.97394348,1
3fd66200f964a52064e91ee3,4bf58dd8d48988d116941735,Bar,40.78854668,-73.97696813,1
3fd66200f964a52065ea1ee3,4bf58dd8d48988d16d941735,Café,40.7274539,-73.98476601,5
3fd66200f964a52066e31ee3,4bf58dd8d48988d10c941735,French Restaurant,40.76145391,-73.98195554,2
3fd66200f964a52066ea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.736982,-74.002197,2
3fd66200f964a52067e41ee3,4bf58dd8d48988d119941735,Bar,40.72932,-73.987965,4
3fd66200f964a52067e51ee3,4bf58dd8d48988d1c5941735,Sandwich Place,40.738553,-73.987393,2
3fd66200f964a52067e61ee3,4bf58dd8d48988d145941735,Chinese Restaurant,40.71464248,-73.99764195,5
3fd66200f964a52067e71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.74235486,-73.98503171,2
3fd66200f964a52067e91ee3,4bf58dd8d48988d116941735,Bar,40.737216,-73.989348,2
3fd66200f964a52068e31ee3,4bf58dd8d48988d11b941735,Bar,40.73641851,-73.98687969,4
3fd66200f964a52069e31ee3,4bf58dd8d48988d116941735,Bar,40.72915882,-73.9888826,1
3fd66200f964a52069e61ee3,4bf58dd8d48988d108941735,Dumpling Restaurant,40.71831276,-74.00073895,1
3fd66200f964a52069e71ee3,4bf58dd8d48988d1df931735,BBQ Joint,40.742334,-73.9838552,4
3fd66200f964a52069e81ee3,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,40.80875345,-73.94460135,1
3fd66200f964a52069eb1ee3,4bf58dd8d48988d155941735,Gastropub,40.718495,-73.960032,1
3fd66200f964a5206ae51ee3,4bf58dd8d48988d1e5931735,Music Venue,40.768369,-73.955709,5
3fd66200f964a5206ae81ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.77838163,-73.95636284,1
3fd66200f964a5206aeb1ee3,4bf58dd8d48988d116941735,Bar,40.717459,-73.956095,1
3fd66200f964a5206be61ee3,4bf58dd8d48988d145941735,Chinese Restaurant,40.71446356,-73.99882798,2
3fd66200f964a5206be71ee3,4bf58dd8d48988d1c5941735,Sandwich Place,40.75457328,-73.97759945,1
3fd66200f964a5206ce41ee3,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.73771556,-73.98822262,5
3fd66200f964a5206cea1ee3,4bf58dd8d48988d14e941735,American Restaurant,40.70874737,-74.00081355,2
3fd66200f964a5206ceb1ee3,4bf58dd8d48988d116941735,Bar,40.71804198,-73.95757904,2
3fd66200f964a5206de51ee3,4bf58dd8d48988d11b941735,Bar,40.739906,-73.9823805,2
3fd66200f964a5206ee61ee3,4bf58dd8d48988d118941735,Bar,40.72724296,-73.98270163,10
3fd66200f964a5206ee91ee3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.73097177,-73.98551379,2
3fd66200f964a5206fe61ee3,4bf58dd8d48988d116941735,Bar,40.72360559,-74.00440589,1
3fd66200f964a5206fe81ee3,4bf58dd8d48988d16c941735,Burger Joint,40.77633304,-73.95268679,3
3fd66200f964a5206fe91ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.732381,-73.999191,2
3fd66200f964a52070e91ee3,4bf58dd8d48988d10c941735,French Restaurant,40.72270549,-73.99819851,51
3fd66200f964a52071e61ee3,4bf58dd8d48988d11b941735,Bar,40.72607458,-74.00936963,1
3fd66200f964a52071e71ee3,4bf58dd8d48988d11e941735,Bar,40.75250681,-73.97759371,1
3fd66200f964a52072e91ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.77076121,-73.95694832,1
3fd66200f964a52073e61ee3,4bf58dd8d48988d116941735,Bar,40.72265,-74.00455359,2
3fd66200f964a52073e81ee3,4bf58dd8d48988d11b941735,Bar,40.7761672,-73.9561516,7
3fd66200f964a52073ea1ee3,4bf58dd8d48988d157941735,American Restaurant,40.739568,-73.98872019,1
3fd66200f964a52074e51ee3,4bf58dd8d48988d116941735,Bar,40.736988,-73.98458,19
